# Hid              Name                RA(HHMMSS)    R.A.(deg)            eR(SS)   Dec(DDMMSS)   Dec.(deg)       eD(SS)   Vel_HI   eV   W50   eW50   W20   eW20   PkFlux   ePkF   TotFlux   eTotF   MHI                  eMHI                   SNpeak   SNtot   rms   flag   specObjID             plateID               fiberID   mjd     ra          dec         z             zErr          Vel_SDSS   NOC_Spz   2nd_OC_specObjID      A_W20     A_W20_err   W20_center   aa_snr               V_NED   V_NED_e   RA_NED   RA_NED_e   DEC_NED   DEC_NED_e   potOC                        A_W50     A_W50_err  
  J113730+190227   A1367_fr2_018_VB    11:37:30.49   174.3770277781111    0.7      19:02:27.38   19.0409388889   10       8868     4    173   7      202   11     9.1      0.9    1.438     0.147   9.465766841454695    0.08143336222382781    11.3     7.6     0.8   0      2821591548322408448   2821505236659628032   314       54179   174.37803   19.04258    0.02954578    1.659491E-5   8857       1         -1                    1.1159    0.04731     8868.0       30.558416766254684   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.07215   0.04474    
  J114117+200832   A1367_fr1_006_VB    11:41:17.11   175.3212777781111    0.8      20:08:32.14   20.1422611111   11       14617    3    153   7      186   10     7.0      0.6    0.858     0.085   9.93                 0.07984954306429591    14.0     7.7     0.5   0      2824977494396921856   2824882936396933120   344       54180   175.32273   20.142687   0.04876809    7.359579E-6   14620      1         -1                    1.42734   0.05901     14617.0      31.021055468067832   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.39235   0.05702    
  J113706+181130   A1367_fr2_106_VB    11:37:06.45   174.2768611111111    0.7      18:11:30.42   18.1917833333   12       6454     6    194   13     214   19     4.4      0.9    0.541     0.13    9.0412052205144      0.14177135266803487    4.9      2.3     0.9   0      2818283662171203584   2818127531520059392   568       53856   174.27794   18.193933   0.0215189     7.991472E-6   6451       1         -1                    1.36031   0.08809     6454.0       9.65025729988203     -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.38972   0.08661    
  J115423+204708   A1367_fr2_114_GR    11:54:23.27   178.5969444441111    0.9      20:47:08.00   20.7855555556   12       6693     7    171   14     216   20     8.4      1.3    0.795     0.156   9.2083750840643      0.1227461346231416     7.0      2.7     1.2   0      2831762305774020608   2831638335837988864   451       54180   178.60511   20.785084   0.02225675    9.605697E-6   6672       1         -1                    1.20927   0.1098      6693.0       11.328510970940243   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.16521   0.1152     
  J113843+193209   A1367_fr0_028_VB    11:38:43.24   174.6801527781111    0.7      19:32:09.64   19.5360111111   12       17367    10   240   21     303   31     3.7      0.7    0.191     0.065   9.43                 0.18487218988492174    5.3      0.8     0.7   0      2821578079304968192   2821505236659628032   265       54179   174.68298   19.534305   0.05791321    1.590558E-5   17361      1         -1                    4.30892   0.17638     17367.0      3.9383536219720896   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.98902   0.19198    
  J114225+174618   A1367_fr2_215_VB    11:42:25.90   175.6079027781111    3.9      17:46:18.25   17.7717361111   19       10430    9    345   19     400   28     8.2      1.6    1.387     0.255   9.85                 0.11721596527189634    5.5      2.2     1.5   3      2823890896913721344   2823757031373039616   487       53875   175.61052   17.760834   0.03443094    8.081004E-6   10322      1         -1                    1.65568   0.20753     10430.0      11.131678548664125   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.62795   0.20844    
  J114810+195119   A1367_fr1_051_VB    11:48:10.00   177.04165277811111   0.8      19:51:19.77   19.8554916667   12       11724    7    207   15     246   22     3.5      0.6    0.316     0.075   9.31                 0.14020063860787169    5.9      1.7     0.6   0      2825036593146914816   2824882936396933120   559       54180   177.0361    19.862464   0.03905373    1.446602E-5   11708      1         -1                    1.25406   0.19027     11724.0      8.185319983442753    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.13531   0.17979    
  J114737+203419   A1367_fr2_209_VB    11:47:37.05   176.90436111111111   0.9      20:34:19.96   20.5722111111   12       6725     6    190   12     198   17     2.3      0.7    0.185     0.08    8.575179683810845    0.2251261558055254     3.4      1.4     0.7   0      2825031645344589824   2824882936396933120   541       54180   176.90906   20.565539   0.02242906    1.195074E-5   6724       1         -1                    1.57027   0.15034     6725.0       4.287280415598724    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.57055   0.14905    
  J114001+183351   A1367_fr2_029_VB    11:40:01.46   175.0060694441111    0.7      18:33:51.18   18.5642166667   10       8079     2    195   5      222   7      16.9     1.1    2.75      0.177   9.747340649238094    0.06482475259881651    24.1     13.4    0.7   0      2821565434921248768   2821505236659628032   219       54179   175.00719   18.566045   0.02690314    1.391348E-5   8065       1         -1                    1.16521   0.02671     8079.0       62.90748899485566    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.05047   0.02738    
  J114537+211850   A1367_fr2_181_VB    11:45:37.52   176.4063194441111    0.7      21:18:50.75   21.3140972222   10       6796     4    195   9      299   13     14.4     0.9    2.345     0.151   9.678150802458934    0.06513321375283758    24.1     8.8     0.6   2      2827206749222627328   2827134731211008000   262       53882   176.41229   21.318087   0.02258725    1.737373E-5   6771       2         2822631681238788096   1.15392   0.05999     6796.0       62.58342011215489    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.27708   0.05724    
  J114152+210350   A1367_fr0_005_VB    11:41:52.86   175.4702361111111    0.8      21:03:50.82   21.0641166667   11       18906    9    273   17     298   26     4.0      1.0    0.586     0.156   9.99                 0.15262509467354762    4.0      1.6     1.0   0      2822668240000411648   2822631131482974208   135       53876   175.47132   21.058082   0.06296899    6.89109E-6    18877      1         -1                    1.1981    0.12528     18906.0      7.930513242725233    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.11      0.13329    
  J113638+214111   A1367_fr0_009_VB    11:36:38.26   174.15940277811112   0.8      21:41:11.51   21.6865305556   13       18924    12   197   24     332   36     6.2      1.0    1.089     0.159   10.26                0.10059285969761703    6.9      3.4     0.9   2      2819285872438962176   2819253436845942784   118       54179   174.1678    21.700181   0.06316361    9.376892E-6   18935      2         2819286147316869120   1.10467   0.09823     18924.0      19.276902883284272   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.23342   0.1178     
  J114045+174740   A1367_fr3_052_VB    11:40:45.20   175.1883194441111    0.7      17:47:40.93   17.7947027778   10       3501     1    151   3      165   4      51.7     3.0    6.365     0.42    9.56                 0.06556184881612835    34.5     20.1    1.5   3      2823872754971863040   2823757031373039616   421       53875   175.19447   17.795917   0.01163962    1.725183E-5   3489       1         -1                    1.03681   0.03456     3501.0       77.21535588660218    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.05539   0.03459    
  J113750+213051   A1367_fr1_070_VB    11:37:49.99   174.4582777781111    1.8      21:30:51.73   21.5143694444   11       11144    4    112   7      159   11     11.5     0.9    1.159     0.115   9.83                 0.08005059945915581    16.4     8.1     0.7   0      2819271578787801088   2819253436845942784   66        54179   174.46497   21.51358    0.03714877    1.561926E-5   11136      1         -1                    1.09259   0.05181     11144.0      34.98334932965538    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.31401   0.04324    
  J114646+191933   A1367_fr1_004_VB    11:46:46.78   176.6949027781111    0.7      19:19:33.48   19.3259666667   10       14643    5    174   10     236   15     7.5      0.7    1.061     0.107   10.03                0.08074058695142114    12.4     6.1     0.6   0      2824927741495764992   2824882936396933120   163       54180   176.69582   19.329392   0.04885864    7.466756E-6   14647      1         -1                    1.10519   0.05602     14643.0      29.976057389236658   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.44876   0.04361    
  J113640+200614   A1367_fr0_015_VB    11:36:40.71   174.1696111111111    0.9      20:06:14.79   20.1041083333   13       18590    7    248   15     310   22     5.4      0.8    0.926     0.124   10.18                0.09511952939595546    7.7      4.3     0.7   0      2821601443927058432   2821505236659628032   350       54179   174.17359   20.110815   0.06187724    6.379141E-6   18550      1         -1                    1.14477   0.08223     18590.0      18.783309232599358   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.12114   0.0795     
  J114550+210927   A1367_fr0_016_VB    11:45:50.34   176.4597361111111    0.8      21:09:27.93   21.1577583333   11       17943    8    264   16     335   24     6.1      0.9    1.12      0.147   10.23                0.09402555962621853    7.6      3.9     0.8   2      2827207298978441216   2827134731211008000   264       53882   176.46195   21.147547   0.0597738     8.999238E-6   17919      2         2822635804407392256   1.06358   0.08159     17943.0      19.26686588971131    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.09375   0.07064    
  J113944+195352   A1367_fr1_065_VB    11:39:44.85   174.9368611111111    0.8      19:53:52.17   19.897825       10       11177    3    73    6      89    9      6.1      0.7    0.377     0.067   9.34                 0.11403900825069269    10.1     5.3     0.6   0      2817172885985060864   2817001637049034752   623       54180   174.93709   19.89938    0.03726747    9.632121E-6   11172      1         -1                    1.30074   0.05839     11177.0      16.444234901375882   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.11846   0.06435    
